Model,Accuracy,Norm_acc,Overall_corr,ECE_conf,ECE_conf-logits,ECE_logits,Dist_conf-logits,Overall_logits_mean,Overall_logits_std,Overall_confidence_mean,Overall_confidence_std,Match_corr,Match_logits_mean,Match_logits_std,Match_confidence_mean,Match_confidence_std,Mismatch_corr,Mismatch_logits_mean,Mismatch_logits_std,Mismatch_confidence_mean,Mismatch_confidence_std,Task,pertubation
Llama-3.1-8B_base_new_56_withAlignment,0.2808988764044944,0.0411985018726592,0.3253811962092649,0.4269662921348315,0.3612825130478719,0.1497126271885432,0.0409249003587898,0.3465826554914539,0.0983707616116746,7.078651685393258,1.3248046091021362,0.029005435932825,0.3288555002212524,0.052164543750772,7.0,1.2909944487358056,0.3863763302723266,0.3535073255188763,0.1109358797901493,7.109375,1.346567505778692,ruin_names,withAlignment
Qwen2.5-7B_base_45,0.165,-0.1133333333333333,0.0860209849373198,0.649,0.3076608618497849,0.3213391381502152,0.0236633427817793,0.4863391381502151,0.1287735353431564,7.94,0.4210539539783514,0.068174681373313,0.4224599572745236,0.0745024732727881,7.636363636363637,0.9943019479194252,,0.4989619702993039,0.133557781123811,8.0,0.0,temporal_sequences,origin
Qwen2.5-7B_base_45_criticism1,0.125,-0.1666666666666666,0.1268740801995635,0.492,0.1834016902446747,0.3085983097553253,0.0176495123935334,0.4335983097553253,0.1059997326073226,6.17,1.466921707686683,,0.3795616436004638,0.0662762732714658,5.0,0.0,0.0750985636142655,0.4413178334917341,0.1084664307484088,6.337142857142857,1.4954117017181143,temporal_sequences,criticism
Qwen2.5-7B_base_45_criticism2,0.155,-0.1266666666666666,0.1820772905374964,0.369,0.1008059904873371,0.2681940095126628,0.0108609885624968,0.4231940095126629,0.0988874665915363,5.24,0.81592195902309,,0.3883965025025029,0.0641687914536526,5.0,0.0,0.1718964218732127,0.4295769841713313,0.1028757961186791,5.284023668639053,0.8809047834651006,temporal_sequences,criticism
Qwen2.5-7B_base_45_criticism3,0.135,-0.1533333333333333,0.2032536121633313,0.494,0.1607305822670459,0.3345023636519909,0.0170996416082732,0.468269417732954,0.1377591487767477,6.29,1.4889543057539147,,0.3829329941007826,0.0809981897720038,5.0,0.0,0.1340250604576017,0.4815878191090733,0.140154642736761,6.491329479768786,1.5043290133301352,temporal_sequences,criticism
Qwen2.5-7B_base_45_approval1,0.13,-0.16,0.2263760857375616,0.5305000000000001,0.1781483827829361,0.360699881017208,0.0179478289683752,0.4823516172170639,0.1412111883100358,6.605,1.5000753749906282,,0.4224233638781767,0.1064763429835306,5.0,0.0,0.1830798689510808,0.4913064136929895,0.1438010022785461,6.844827586206897,1.4640397528234403,temporal_sequences,approval
Qwen2.5-7B_base_45_approval2,0.09,-0.2133333333333333,0.0728681992081228,0.4115,0.0551918197572231,0.3563081802427769,0.0093470728487868,0.4463081802427768,0.1200881914893078,5.015,0.2121320343559648,,0.3662368506193161,0.0574799217765598,5.0,0.0,0.0704828311804837,0.4542273227330092,0.1218373908541995,5.016483516483516,0.2223747949983293,temporal_sequences,approval
Qwen2.5-7B_base_45_approval3,0.16,-0.12,0.2001222259629157,0.4695,0.1727581657171249,0.3137137377262116,0.0169354712019816,0.456741834282875,0.1146720220506914,6.295,1.4555300887291809,,0.40646334271878,0.0802867585729908,5.0,0.0,0.1446149956727876,0.4663186898188932,0.1178819569387415,6.541666666666667,1.463545717722636,temporal_sequences,approval
Qwen2.5-7B_base_45_nonsense1,0.105,-0.1933333333333333,0.2679336744858898,0.6270000000000001,0.2596537162065506,0.3730938902497291,0.0211845631223227,0.4723462837934494,0.125737683305462,7.32,1.2186160698218869,0.1089055207868609,0.3982644748120081,0.068231409131655,5.285714285714286,0.9023778112773574,0.1949721813991676,0.4810374457409928,0.1281743267759465,7.558659217877095,1.011545925055317,temporal_sequences,nonsense
Qwen2.5-7B_base_45_nonsense2,0.13,-0.16,0.1831411989792744,0.683,0.2494239840209484,0.3685760159790516,0.0213277641753464,0.4985760159790516,0.1503126478984225,7.48,1.1161671674658056,-0.0607214599568396,0.4482729114018954,0.1110232502269608,5.307692307692308,0.8840466399113012,0.158168208802458,0.5060925718354082,0.1541789602800299,7.804597701149425,0.7105982248923212,temporal_sequences,nonsense
Qwen2.5-7B_base_45_nonsense3,0.105,-0.1933333333333333,0.0797731733183441,0.7360000000000001,0.3156946898698807,0.3613053101301193,0.0243629720984872,0.4663053101301193,0.1250588622053231,7.82,0.700035892834274,-0.0811809137278638,0.421357349270866,0.0988606562924095,6.333333333333333,1.4944341180973264,0.0365527157073601,0.4715785345884675,0.1269661407496133,7.994413407821229,0.0747435092751934,temporal_sequences,nonsense
Qwen2.5-7B_base_45_withAlignment,,,,,,,,,,,,,,,,,,,,,,temporal_sequences,withAlignment
Qwen2.5-7B_base_new_56,0.19,-0.08,0.1691337027366468,0.5890000000000001,0.339332250148058,0.2511753858625888,0.0257454460319092,0.439667749851942,0.1215455203892417,7.79,0.7673618579949929,0.2131332790516183,0.4105400286222759,0.1023747683291183,7.447368421052632,1.1785783561895746,0.1397319687534633,0.4465001782885304,0.1249174840589077,7.87037037037037,0.6118791835531743,temporal_sequences,origin
Qwen2.5-7B_base_new_56_criticism1,0.16,-0.12,0.0758224111958754,0.6130000000000001,0.3503492832183838,0.2546507167816162,0.0265457512366328,0.4146507167816162,0.1032307841776671,7.65,0.9550184822858352,-0.2627401344330289,0.3772782105952501,0.0777575189284898,6.84375,1.4392958627902608,0.0948731255033843,0.4217692893885431,0.1061018999976571,7.803571428571429,0.7443111879906188,temporal_sequences,criticism
Qwen2.5-7B_base_new_56_criticism2,0.17,-0.1066666666666666,0.1170672710019417,0.622,0.3431977270245552,0.2538022729754448,0.0257488384627891,0.4238022729754448,0.1107446540501599,7.67,0.658229695211551,-0.1016996107978157,0.3736381127553828,0.0753901680834966,6.941176470588236,1.0132807942097977,0.0563510880163526,0.4340768600084695,0.1141494697972155,7.819277108433735,0.43049170796232,temporal_sequences,criticism
Qwen2.5-7B_base_new_56_criticism3,0.145,-0.14,-0.0273429051928527,0.6445,0.3700768950283528,0.2744231049716473,0.0274856423647247,0.4194231049716472,0.104098775601693,7.895,0.5527228171179612,-0.4226536719373991,0.385533162232103,0.0685325558983862,7.689655172413793,0.9298021400838106,0.0245312509094612,0.4251705221613945,0.1080852228915401,7.929824561403507,0.4547649343461258,temporal_sequences,criticism
Qwen2.5-7B_base_new_56_approval1,0.145,-0.14,0.1631684853682041,0.662,0.3384976575672627,0.3025530855357646,0.0255720803121003,0.4405023424327373,0.1177687420825126,7.79,0.720064207075701,-0.0482726553634001,0.3784896443630087,0.0877790798025465,7.0,1.2817398889233114,0.1334224277896058,0.4510191157895919,0.119159963561864,7.923976608187134,0.4602537401607484,temporal_sequences,approval
Qwen2.5-7B_base_new_56_approval2,0.12,-0.1733333333333333,0.2238093383929739,0.648,0.3277955770790577,0.3202044229209423,0.024619371975619,0.4402044229209423,0.1125088949814118,7.68,0.6781589028298892,0.2252584101914994,0.3985783606767654,0.0890821765472269,7.083333333333333,0.928611242975073,0.1924434367295427,0.4458807041360573,0.1143732287706614,7.761363636363637,0.5951099429146222,temporal_sequences,approval
Qwen2.5-7B_base_new_56_approval3,0.2,-0.0666666666666666,0.0912173618907963,0.526,0.288400539636612,0.234599460363388,0.0235210655113713,0.434599460363388,0.114891003705645,7.23,1.3098390710158985,0.0496296469530333,0.3845647871494293,0.0871948403594219,6.1,1.4464811413591578,-0.0163253443232161,0.4471081286668777,0.1177648363006295,7.5125,1.110201409570046,temporal_sequences,approval
Qwen2.5-7B_base_new_56_nonsense1,0.115,-0.18,0.0651857609568496,0.6904999999999999,0.3570345972776413,0.3184654027223587,0.0266415262753762,0.4334654027223587,0.1135905973955805,7.905,0.4869915851635442,0.100618315053504,0.3964866386807483,0.0892517210843983,7.391304347826087,1.1575495447783657,-0.0009473652842695,0.4382705528520595,0.1157209393912037,7.971751412429379,0.2483897810048813,temporal_sequences,nonsense
Qwen2.5-7B_base_new_56_nonsense2,0.145,-0.14,0.1097188377870693,0.6525,0.3692885586619377,0.2782114413380622,0.0273176069150372,0.4232114413380622,0.1088955855115416,7.925,0.4695501963950969,0.1232356577608821,0.384311698634049,0.0944213524216059,7.689655172413793,0.9298021400838103,0.0831081285447857,0.4298084737264622,0.11004907775558,7.964912280701754,0.3234871911657351,temporal_sequences,nonsense
Qwen2.5-7B_base_new_56_nonsense3,0.155,-0.1266666666666666,0.0326656288155982,0.63,0.3426103577017784,0.2873896422982215,0.025975064600229,0.4423896422982216,0.1177061857984819,7.85,0.6554755839892351,0.0936195699450357,0.4105112418051689,0.0985547955948542,7.612903225806452,1.0223313016447169,-0.0052224388494159,0.4482371595484265,0.1202284818255632,7.893491124260355,0.5567916182655335,temporal_sequences,nonsense
Qwen2.5-7B_base_new_56_withAlignment,,,,,,,,,,,,,,,,,,,,,,temporal_sequences,withAlignment
Mistral-7B-v0.3_base_45,0.405,0.2066666666666667,0.1790057142479827,0.236,0.334241756260395,0.098241756260395,0.0243031132200593,0.306758243739605,0.0245443436536736,6.41,0.8094293541730391,0.090671675542727,0.3026562086593957,0.0226943697713627,6.024691358024692,0.2222222222222225,0.1600678114253842,0.3095503852647893,0.0254433718567374,6.6722689075630255,0.9487658682934508,temporal_sequences,origin
Mistral-7B-v0.3_base_45_criticism1,0.605,0.4733333333333333,-0.0422710208428913,0.254,0.3615526668727398,0.2915526668727398,0.0275246618250894,0.3134473331272602,0.0267017538846287,6.75,1.409764939956179,-0.1164111128745574,0.3141721479656282,0.0277459327878862,6.396694214876033,1.200550837761394,0.0753134928321942,0.3123371736912788,0.0251514392929962,7.291139240506329,1.5371627104221062,temporal_sequences,criticism
Mistral-7B-v0.3_base_45_criticism2,0.715,0.62,0.0789289998702573,0.2530000000000001,0.3091470735967159,0.402147073596716,0.0223847631194053,0.312852926403284,0.0240737347023827,6.22,0.6586112997976169,-0.0820738526980155,0.3126245684973843,0.0233710950975953,6.027972027972028,0.3344968040028357,0.2272498689101031,0.3134258243075588,0.0259607129097568,6.701754385964913,0.9629736734404264,temporal_sequences,criticism
Mistral-7B-v0.3_base_45_criticism3,0.6,0.4666666666666666,0.0813806195954325,0.118,0.302005463540554,0.282005463540554,0.0219220938716039,0.317994536459446,0.0286535240804666,6.2,0.6649895151627461,0.1749591381085561,0.3186437577009201,0.0287146809060645,6.033333333333333,0.3651483716701108,0.0602080302060248,0.3170207045972347,0.0287146596205315,6.45,0.8986628604259,temporal_sequences,criticism
Mistral-7B-v0.3_base_45_approval1,0.44,0.2533333333333333,0.1016891079319187,0.212,0.3351611740589141,0.1314530152082443,0.025037956767298,0.3168388259410858,0.0284772845057334,6.52,1.1384552700963038,0.0554025015778254,0.3127614473077384,0.023694584287661,6.227272727272728,0.9312860065062268,0.0840206693776486,0.3200424805815731,0.0314689878798424,6.75,1.2339053944782488,temporal_sequences,approval
Mistral-7B-v0.3_base_45_approval2,0.45,0.2666666666666666,0.2398163913143,0.172,0.3077752653956413,0.1522568759322166,0.022196747066509,0.3142247346043587,0.0261505232529766,6.22,0.6273498539060804,,0.3082244267066319,0.0190006661748378,6.0,0.0,0.2157645649593843,0.3191340774297714,0.0299943965204292,6.4,0.8036613463599135,temporal_sequences,approval
Mistral-7B-v0.3_base_45_approval3,0.345,0.1266666666666666,0.0928391617745147,0.299,0.3355570077300072,0.0365570077300071,0.0244601126529437,0.3084429922699928,0.0237535619572349,6.44,0.8305716382294532,-0.0578858689854465,0.308110712662987,0.02326139238234,6.057971014492754,0.3379896435506348,0.1301734213821559,0.3086180097729195,0.0240953549525681,6.641221374045801,0.9370058885791176,temporal_sequences,approval
Mistral-7B-v0.3_base_45_nonsense1,0.61,0.48,-0.1082581982038845,0.017,0.2859048659205436,0.2949048659205436,0.0203537306320879,0.3150951340794563,0.0288205398465759,6.01,0.1414213562373101,,0.3130811763102891,0.0255391331026305,6.0,0.0,-0.1623389036589066,0.3182451705902051,0.0332451238717448,6.0256410256410255,0.226455406828919,temporal_sequences,nonsense
Mistral-7B-v0.3_base_45_nonsense2,0.575,0.4333333333333333,0.0334911879304198,0.045,0.2936142843961715,0.2610750666260719,0.0210651632000354,0.3163857156038284,0.0268450864468682,6.1,0.4369837226594907,,0.313422763865927,0.0230000738360406,6.0,0.0,-0.0011793662277984,0.3203944150139304,0.031000992846626,6.235294117647059,0.6482037235521646,temporal_sequences,nonsense
Mistral-7B-v0.3_base_45_nonsense3,0.41,0.2133333333333333,0.0145115367442866,0.204,0.3009801197946072,0.1029823206365108,0.0217605834699629,0.3130198802053928,0.0342306860753718,6.14,0.5494629630272563,,0.3073862783792542,0.033274258282789,6.0,0.0,-0.0195798178948242,0.3169347560506756,0.0344782832951674,6.237288135593221,0.700158298361175,temporal_sequences,nonsense
Mistral-7B-v0.3_base_45_withAlignment,0.51,0.3466666666666667,0.2043118924768784,0.12,0.2839140798151492,0.1691574926674366,0.020782889067464,0.3460859201848507,0.0445583435704459,6.3,0.7159349230693764,,0.3452986198313096,0.0454547015557726,6.0,0.0,0.3168349883750661,0.3469053552466996,0.0438243451169186,6.612244897959184,0.926501601594518,temporal_sequences,withAlignment
Mistral-7B-v0.3_base_new_56,0.54,0.3866666666666667,-0.0478939738490496,0.2875,0.4879595049917697,0.2375020794570446,0.0345822282268778,0.3065404950082302,0.0226939198028391,7.945,0.2285523592188945,-0.1900501686258853,0.3018820404454513,0.0162930153254686,7.898148148148148,0.3038634351033376,,0.312009115581927,0.0275338452738645,8.0,0.0,temporal_sequences,origin
Mistral-7B-v0.3_base_new_56_criticism1,0.57,0.4266666666666666,-0.0857289441554507,0.2825000000000001,0.4833417631387711,0.263841763138771,0.0342922548977159,0.3061582368612289,0.0227200419260682,7.895,0.3073226906378773,-0.1758856136519468,0.3048146092577984,0.019038856607854,7.815789473684211,0.389367298754715,,0.3079393246146135,0.0268514905052019,8.0,0.0,temporal_sequences,criticism
Mistral-7B-v0.3_base_new_56_criticism2,0.79,0.7200000000000001,-0.1150532583766151,0.06,0.4786532779037953,0.4786532779037953,0.0339486083749969,0.3113467220962047,0.0190584141676382,7.9,0.3007528242702515,-0.1140324356353335,0.3125618622650074,0.017906173542476,7.8734177215189876,0.3335616944661923,,0.3067754805088043,0.0225406906397036,8.0,0.0,temporal_sequences,criticism
Mistral-7B-v0.3_base_new_56_criticism3,0.68,0.5733333333333334,-0.0784451746975428,0.1625000000000001,0.4835764949917794,0.3720764949917794,0.034284822677443,0.3079235050082207,0.0195550966734149,7.915,0.2795815250436421,-0.0885790174506546,0.3084429903503726,0.0192763158343322,7.875,0.3319415388064368,,0.3068195986561477,0.0202447168111251,8.0,0.0,temporal_sequences,criticism
Mistral-7B-v0.3_base_new_56_approval1,0.535,0.38,0.0344643238344222,0.2825000000000001,0.4902285429239273,0.2328778386116028,0.0347238256915711,0.3062714570760727,0.022768443225312,7.965,0.1842409390393197,-0.0146464344079644,0.3011635210469504,0.0181112600828884,7.934579439252336,0.24843009105039,,0.3121483297117294,0.0260410171546647,8.0,0.0,temporal_sequences,approval
Mistral-7B-v0.3_base_new_56_approval2,0.67,0.56,-0.1205296016198879,0.185,0.4733370600342751,0.3651605796813965,0.0336163847338221,0.3136629399657249,0.0251595271969562,7.87,0.3371473590413286,-0.2822600917095641,0.3107923233686988,0.0193618644895152,7.813432835820896,0.3910254582362769,0.0553867398875127,0.3194911615415053,0.0334576570729927,7.984848484848484,0.1230914909793328,temporal_sequences,approval
Mistral-7B-v0.3_base_new_56_approval3,0.61,0.48,0.0253763783128144,0.196,0.4951563955843449,0.3092824916541576,0.0350673389617371,0.3048436044156551,0.0220351033983917,8.0,0.1736397240519698,0.0387278321211476,0.3034350376148693,0.0185163507512274,8.0,0.2226808857075616,,0.307046747360474,0.0266086283998288,8.0,0.0,temporal_sequences,approval
Mistral-7B-v0.3_base_new_56_nonsense1,0.72,0.6266666666666666,-0.1223253005569156,0.1375,0.4771848410964013,0.4171615996956825,0.0338697340533523,0.3113151589035988,0.0230603603893587,7.885,0.319822501023308,-0.165382920190464,0.3115773828079303,0.0199558518071866,7.840277777777778,0.3676269476651193,,0.3106408688638891,0.0297996796778557,8.0,0.0,temporal_sequences,nonsense
Mistral-7B-v0.3_base_new_56_nonsense2,0.67,0.56,0.0857789329078941,0.2275,0.4690253677070141,0.3645929370820521,0.0333157814534532,0.3094746322929859,0.0216926965172891,7.785,0.4118532694757797,0.0819701949513099,0.3083882674352446,0.0196080596180276,7.686567164179104,0.4656293412414856,0.046933825397943,0.3116802821556727,0.0254284840264132,7.984848484848484,0.1230914909793328,temporal_sequences,nonsense
Mistral-7B-v0.3_base_new_56_nonsense3,0.595,0.4599999999999999,-0.0584469309865646,0.295,0.4763910203874111,0.2936016590893269,0.0338396097187895,0.3056089796125888,0.0223966765499179,7.82,0.3851515397122448,-0.1985346904906302,0.3028138512823762,0.018595307691609,7.697478991596639,0.4612918824628214,,0.3097154027150001,0.0266276012402513,8.0,0.0,temporal_sequences,nonsense
Mistral-7B-v0.3_base_new_56_withAlignment,0.45,0.2666666666666666,0.1525715691176341,0.3505,0.4692646712362766,0.153702008575201,0.0332722205193406,0.3312353287637233,0.0350786676132721,8.005,0.070710678118655,,0.3175169597069422,0.0209988373331464,8.0,0.0,0.1539704479646307,0.3424594489010897,0.0400495212761529,8.00909090909091,0.095346258924559,temporal_sequences,withAlignment
Llama-3.1-8B_base_45,0.3,0.0666666666666666,0.2748473085541208,0.245,0.2213817358016968,0.1387062940001488,0.0180548321746137,0.3236182641983032,0.0419696612307452,5.45,1.3252476776192317,-0.1056049229363399,0.3063180526097616,0.0317637401995508,5.083333333333333,0.6454972243679026,0.2879837570358061,0.3310326405933925,0.0436918417485646,5.607142857142857,1.5015408324555608,temporal_sequences,origin
Llama-3.1-8B_base_45_criticism1,0.67,0.56,0.1501628020377859,0.2740000000000001,0.1782655526101589,0.3292655526101588,0.0134973504943767,0.3407344473898411,0.0362641798782639,5.19,0.637126085042205,,0.340506016985694,0.0367594928101306,5.0,0.0,0.2890056886984365,0.3411982303315943,0.0355103988736753,5.575757575757576,1.0085878331852998,temporal_sequences,criticism
Llama-3.1-8B_base_45_criticism2,0.735,0.6466666666666666,0.0415969269256385,0.295,0.1786584372818469,0.3936584372818469,0.0145893423751465,0.341341562718153,0.0368413425187923,5.2,0.9822546108840692,,0.3401433527469635,0.0362599290591794,5.0,0.0,0.0459755386719999,0.3446648998080559,0.0385668674028669,5.754716981132075,1.807097762216006,temporal_sequences,criticism
Llama-3.1-8B_base_45_criticism3,0.545,0.3933333333333333,0.1417588974783041,0.287,0.1919792109429836,0.2213253684341908,0.0150331234855483,0.3500207890570164,0.0433724418224779,5.42,0.8702798025194924,,0.3439886096967469,0.0367605239283883,5.0,0.0,0.0938029983780868,0.3572461467522841,0.049406628165587,5.923076923076923,1.09778331428757,temporal_sequences,criticism
Llama-3.1-8B_base_45_approval1,0.495,0.3266666666666666,0.2131700423967682,0.0745,0.1859091190695762,0.2281075072288513,0.0151008140208224,0.3385908809304237,0.044815503974597,5.245,1.0538157515386417,,0.3241863247722086,0.029345476444973,5.0,0.0,0.1730322594410644,0.3527101983528326,0.05240301183662,5.485148514851486,1.4464706107359309,temporal_sequences,approval
Llama-3.1-8B_base_45_approval2,0.515,0.3533333333333333,0.1879171996614563,0.0779999999999999,0.1796198623180389,0.2191742232441902,0.0141827641569449,0.338380137681961,0.0438325533573137,5.18,0.8668083893915633,,0.3295946196444984,0.033232087716787,5.0,0.0,0.1805031878138435,0.3477090898248338,0.0513666771296198,5.371134020618556,1.2189441095751845,temporal_sequences,approval
Llama-3.1-8B_base_45_approval3,0.455,0.2733333333333334,,0.0449999999999999,0.1685747624933719,0.1689311401546001,0.0122115923826311,0.331425237506628,0.0376060931956143,5.0,0.0,,0.3199709332906283,0.0256150107253723,5.0,0.0,,0.3409880052465911,0.0430837761606757,5.0,0.0,temporal_sequences,approval
Llama-3.1-8B_base_45_nonsense1,0.415,0.2199999999999999,0.2979042331157263,0.4815,0.2546715004146099,0.1623171181976795,0.0193554008833805,0.3418284995853901,0.0478396744948936,5.965,1.0388314850212037,,0.3279379085603967,0.0374236327365688,5.0,0.0,0.2052861757354642,0.3516825086031204,0.051963128116598,6.64957264957265,0.8440076739747479,temporal_sequences,nonsense
Llama-3.1-8B_base_45_nonsense2,0.54,0.3866666666666667,0.3257093414823432,0.391,0.2203587221205234,0.2151011137664318,0.0169551779171054,0.3406412778794765,0.036786099046939,5.61,1.001456226134882,,0.3334439545869827,0.0341201035449607,5.0,0.0,0.351843894763889,0.3490903095706649,0.0381668834306831,6.326086956521739,1.1104765401401433,temporal_sequences,nonsense
Llama-3.1-8B_base_45_nonsense3,0.47,0.2933333333333333,0.1917649306254198,0.1215,0.1904613226056098,0.1885901337862015,0.0145444648953011,0.3360386773943901,0.0438263034409177,5.265,0.7331182111759238,,0.3251375178707407,0.031828913996658,5.0,0.0,0.1421128635610264,0.3457057433870603,0.0504206463593764,5.5,0.9486832980505138,temporal_sequences,nonsense
Llama-3.1-8B_base_45_withAlignment,0.36,0.1466666666666666,0.1350807169538974,0.1785,0.1035742528140545,0.1784704308211803,0.0088950116659549,0.3929257471859455,0.071691184931612,4.965,0.1842409390393198,0.1528844983246084,0.3672230777641137,0.0540816081434275,4.902777777777778,0.298339169035693,,0.4073834987357259,0.0763746859757968,5.0,0.0,temporal_sequences,withAlignment
Llama-3.1-8B_base_new_56,0.455,0.2733333333333334,0.3006331903639595,0.532,0.4152520932257175,0.16509804174304,0.0296488149333982,0.3397479067742824,0.0408368842599882,7.55,0.5559183628291604,0.0385168931380145,0.3279617340355129,0.029587745912573,7.021978021978022,0.1474239523748489,0.1758688220559013,0.3495877390607781,0.0461357353009504,7.990825688073395,0.3468218895019708,temporal_sequences,origin
Llama-3.1-8B_base_new_56_criticism1,0.585,0.4466666666666666,0.1066586233381364,0.4880000000000001,0.3973229571282863,0.2413229571282863,0.0284675053588075,0.3436770428717136,0.0382697734759574,7.41,0.5687860651771449,-0.102568976100254,0.3387580294894357,0.0353430967952935,6.982905982905983,0.1301793181641746,-0.0609657948581304,0.3506110737840813,0.0412797147493588,8.012048192771084,0.3660593015937166,temporal_sequences,criticism
Llama-3.1-8B_base_new_56_criticism2,0.565,0.4199999999999999,0.1919615103259749,0.486,0.409599743515253,0.2383511982858181,0.0292977521481976,0.3334002564847469,0.0353626904890044,7.43,0.5889262864351282,0.1911412120848452,0.3298813394740619,0.0283323749967686,7.008849557522124,0.3658545578807571,0.1695289859830217,0.3379708038664412,0.0425538989944878,7.977011494252873,0.3041194492320896,temporal_sequences,criticism
Llama-3.1-8B_base_new_56_criticism3,0.6,0.4666666666666666,0.2114198320041892,0.3655,0.3818884715437889,0.2493884715437889,0.0273457953300163,0.3506115284562111,0.0395031726683827,7.325,0.5576106600856974,0.0761884680574075,0.3462228156626225,0.0363148084102463,7.008333333333334,0.3304143905276926,0.2405595435286869,0.357194597646594,0.0432578839894726,7.8,0.4878264891785851,temporal_sequences,criticism
Llama-3.1-8B_base_new_56_approval1,0.55,0.4000000000000001,0.0988931701969806,0.492,0.4142944471538067,0.2513306199014187,0.0298775910188271,0.3457055528461933,0.038625659134735,7.6,0.7765404531490192,-0.1378909506214227,0.3382509949532422,0.0304702901926392,7.154545454545454,0.5933324274591446,0.0204774668177192,0.3548166791598002,0.0452350512594763,8.144444444444444,0.6100490146288962,temporal_sequences,approval
Llama-3.1-8B_base_new_56_approval2,0.45,0.2666666666666666,0.1922273972419438,0.5590000000000002,0.4272235650122165,0.1873235760629177,0.0306065975133646,0.3357764349877834,0.0401382639775791,7.63,0.652093651750472,0.080688988594025,0.32300949063566,0.0259735646465482,7.0777777777777775,0.4030160946343615,-0.1045470667095136,0.3462221167304299,0.0463226973816946,8.081818181818182,0.4311669291206211,temporal_sequences,approval
Llama-3.1-8B_base_new_56_approval3,0.54,0.3866666666666667,0.0936323995636485,0.508,0.4122694980204106,0.2227619098126888,0.0296477569266501,0.3437305019795895,0.0384131205839237,7.56,0.6991739562551855,-0.0007101481201092,0.3377716659947677,0.0347371090406902,7.092592592592593,0.4437949563808763,-0.0772157748837479,0.3507256572661192,0.0414288825958553,8.108695652173912,0.5232300722935537,temporal_sequences,approval
Llama-3.1-8B_base_new_56_nonsense1,0.545,0.3933333333333333,0.128215499823378,0.5095,0.4030131563544273,0.211212765276432,0.0288624009236454,0.3444868436455726,0.0410742987975066,7.475,0.5576106600856964,0.113602297373094,0.3415335826917526,0.0350686527534113,7.018348623853211,0.1348285177101026,0.1437720822343599,0.3480242661067417,0.0472374140970513,8.021978021978022,0.3325999257707536,temporal_sequences,nonsense
Llama-3.1-8B_base_new_56_nonsense2,0.585,0.4466666666666666,0.2193588117588546,0.4575,0.3949476199746132,0.2741445499658584,0.0283089823006508,0.3465523800253868,0.0374489663983827,7.415,0.6282903339369401,0.0591489865131984,0.342895197817403,0.0306455550259186,7.0085470085470085,0.334656965277995,0.3024948126060969,0.3517076850655567,0.0450433949074962,7.9879518072289155,0.4812072192860739,temporal_sequences,nonsense
Llama-3.1-8B_base_new_56_nonsense3,0.56,0.4133333333333334,0.3311327448850826,0.1634999999999999,0.3726187618672847,0.2537241680920123,0.0265605838217414,0.3408812381327152,0.0399890174120181,7.135,0.4215012652210134,0.0547549233596937,0.3334264475852251,0.0339067256143886,6.964285714285714,0.2660546387212046,0.388827870728035,0.3503691533749754,0.0450371706482231,7.352272727272727,0.4804158334617547,temporal_sequences,nonsense
Llama-3.1-8B_base_new_56_withAlignment,0.335,0.1133333333333333,0.3062978550339742,0.5555000000000001,0.3457645979225635,0.1437343056499958,0.0255101128832704,0.3687354020774364,0.0549463620259657,7.145,1.0580987025422568,0.0681930842433854,0.3475086150774315,0.0338289216353602,6.029850746268656,0.9369542735476112,0.2332164234814383,0.3794285955285667,0.0602944088414747,7.706766917293233,0.5474729118415571,temporal_sequences,withAlignment
Qwen2.5-7B_base_45,0.7055837563451777,0.6074450084602369,0.1639504118204707,0.101015228426396,0.0850374464607481,0.0539479893324944,0.0167010217272962,0.7212994140265557,0.2226182714930499,8.045685279187817,0.3079626309767309,0.1119320406588699,0.8011576769163282,0.1977432556630916,8.071942446043165,0.35386658768656,0.1166890004993959,0.5299149564114111,0.1513991862087261,7.982758620689655,0.1313064328597225,MMLU,origin
Qwen2.5-7B_base_45_criticism1,0.705,0.6066666666666666,0.158772022389903,0.1515,0.1649463669359684,0.0598943091928958,0.0194970400172911,0.6696029268205166,0.2128217547365913,8.105,1.4472205209230924,0.2025214845135849,0.7455080242444437,0.1961407915870529,8.170212765957446,1.4587541005378075,-0.0739259225542245,0.4882026092480805,0.1227216914133406,7.9491525423728815,1.4193700498455633,MMLU,criticism
Qwen2.5-7B_base_45_criticism2,0.7,0.6,0.2389941220660128,0.111,0.127616385281086,0.0359352356195449,0.0182139530426543,0.6706997793912888,0.2217784661395801,7.73,1.5194220006569612,0.1997533496183787,0.7506837204098702,0.2028479579898388,7.857142857142857,1.46700609607453,0.2346789305818204,0.4840705836812655,0.1354847123634758,7.433333333333334,1.6089439284735034,MMLU,criticism
Qwen2.5-7B_base_45_criticism3,0.705,0.6066666666666666,0.1933012715318834,0.1445,0.1536732695400715,0.0831459428369999,0.0191942763903025,0.6881322385370732,0.2236718890319356,8.285,1.2129017492222238,0.2454683831676535,0.7707997461160024,0.1970804933972235,8.368794326241135,1.2095533267505365,-0.1037186901872915,0.4905709068653947,0.1469055628596488,8.084745762711865,1.207564313889745,MMLU,criticism
