Model,Accuracy,Norm_acc,Overall_corr,ECE_conf,ECE_conf-logits,ECE_logits,Dist_conf-logits,Overall_logits_mean,Overall_logits_std,Overall_confidence_mean,Overall_confidence_std,Match_corr,Match_logits_mean,Match_logits_std,Match_confidence_mean,Match_confidence_std,Mismatch_corr,Mismatch_logits_mean,Mismatch_logits_std,Mismatch_confidence_mean,Mismatch_confidence_std,Task,Num_choices,Model_name,Prompt,Model_family,Model_version,Model_type,Model_size
Qwen2.5-7B_base_45,0.6853932584269663,0.5805243445692884,0.2186986518157494,0.1044943820224719,0.2298171682973926,0.1988464496778637,0.2833038100809297,0.5600704721520456,0.1698132053616858,7.898876404494382,0.5444960935711096,0.1522257743394392,0.5886487413625248,0.1687262747522584,7.950819672131147,0.3841106397986886,0.2686312440821974,0.497810671372073,0.1576617503918054,7.785714285714286,0.7867957924694432,ruin_names,4,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.5168539325842697,0.3558052434456929,0.385895507287557,0.2157303370786516,0.2262947507118911,0.1464160104815879,0.270111169193997,0.5062895189510302,0.1575887277059977,7.325842696629214,0.9017064743493608,0.4588098710064189,0.5760267001131306,0.1558243178022385,7.608695652173913,0.6138498140448515,0.178816144453312,0.4316869530566903,0.1224478944436515,7.023255813953488,1.0575887240281945,ruin_names,4,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.797752808988764,0.7303370786516853,0.4142155060049111,0.0640449438202246,0.0763871387149511,0.1376616057385219,0.1680237569646367,0.668556681509768,0.1653526343829324,7.449438202247191,0.6743892178559557,0.3387794778478726,0.7082107243403583,0.1506556731132791,7.563380281690141,0.5789743237878807,0.2298352797703055,0.5121435125668844,0.1249087492665981,7.0,0.8401680504168059,ruin_names,4,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.8202247191011236,0.7602996254681648,0.2726953207067537,0.201123595505618,0.1113915569996565,0.2869041491760297,0.1846477911871016,0.5593401056327177,0.1522275115115518,6.640449438202247,0.8560903601844941,0.1867854421089677,0.5984009949311818,0.1350551191981725,6.753424657534247,0.7778321355216872,-0.0597581356995196,0.3811247982084751,0.0842298838069182,6.125,1.02469507659596,ruin_names,4,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.3707865168539326,0.1610486891385768,0.2238961588698086,0.3516853932584269,0.2579823868328265,0.1030965966455052,0.2841357115004975,0.4644895232795329,0.1206949191202389,7.224719101123595,0.4943501011144933,0.5196695001107937,0.4873788862517386,0.1414011398147861,7.090909090909091,0.2919371040605711,0.1962241676851902,0.4510011486709118,0.1057118094641968,7.303571428571429,0.5695179095960455,ruin_names,4,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.4831460674157303,0.3108614232209738,,0.2168539325842696,0.2757077728094679,0.0639761307936036,0.2951628733324162,0.424292227190532,0.1059837453639106,7.0,0.0,,0.4465953964133595,0.1238636529061458,7.0,0.0,,0.4034436124822367,0.0820173506166762,7.0,0.0,ruin_names,4,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.5056179775280899,0.3408239700374532,0.2090611118118044,0.0865168539325842,0.0156331142682708,0.1099871035372273,0.1701140260934016,0.6055207547177089,0.1732019587744203,5.898876404494382,0.5444960935711097,0.2458806452256145,0.6653191387653351,0.1779409119293672,5.933333333333334,0.4472135954999586,0.172560012693175,0.5443633164871823,0.1463708979418057,5.863636363636363,0.6321211648244561,ruin_names,4,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.4831460674157303,0.3108614232209738,,0.2168539325842696,0.1858741304847631,0.0637647844432445,0.2345243407139907,0.5141258695152369,0.1438224199531558,7.0,0.0,,0.558552486951961,0.147104295145857,7.0,0.0,,0.472596640172212,0.1288581140127533,7.0,0.0,ruin_names,4,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.6629213483146067,0.5505617977528089,,0.0629213483146067,0.067789711711112,0.0703722071111872,0.1937707038742442,0.667789711711112,0.1825543511619444,6.0,0.0,,0.7304954013582003,0.1559870851399368,6.0,0.0,,0.5444685220718384,0.1695033348423188,6.0,0.0,ruin_names,4,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.7078651685393258,0.6104868913857677,0.1541383365308162,0.0516853932584269,0.0996201453583963,0.1108561004145761,0.1922814395759523,0.5970090681247497,0.1672170262625988,6.966292134831461,0.1814986978570364,,0.6339191203079526,0.172355238267627,7.0,0.0,0.1543592197635445,0.5075731724500656,0.1140221376104505,6.884615384615385,0.3258125936084212,ruin_names,4,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.4157303370786517,0.2209737827715356,0.5030365604735768,0.1314606741573034,0.1798827445239163,0.1167370385668251,0.1963478306309681,0.3673082667120387,0.0737039361917873,5.47191011235955,0.8405881009535878,0.3990095179748188,0.3955819083226694,0.0811600240356785,5.513513513513513,0.8699176724016802,0.6424672035916009,0.3471904832583207,0.061082735518146,5.4423076923076925,0.8263660476118015,ruin_names,4,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.4269662921348314,0.2359550561797752,0.2398251550317774,0.3123595505617977,0.3789129550537367,0.1232769161127926,0.385717356561211,0.3604128876428925,0.0664400884341567,7.393258426966292,0.4912409501384751,0.2623881258473821,0.3906530486909966,0.0759371995902399,7.5,0.5067117097095317,0.0902721366891538,0.3378810029403836,0.0478448363591966,7.313725490196078,0.4686233489032048,ruin_names,4,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.3820224719101123,0.1760299625468164,0.3430752106290631,0.2325842696629213,0.2554848744628134,0.0962817367542995,0.2644910682578039,0.3591218671102202,0.0639724677432109,6.146067415730337,0.5549480278235885,0.2298175059296568,0.3973200452678344,0.0701799330697382,6.294117647058823,0.718981255907142,0.3712335535670357,0.3355084478855133,0.0466127685320414,6.054545454545455,0.4045199174779449,ruin_names,4,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.4269662921348314,0.2359550561797752,0.4197778858121512,0.2853932584269663,0.3729812351505407,0.0875879767235744,0.3768370114278139,0.3393783154112569,0.0588553295702065,7.123595505617978,0.3309842319473131,0.4504124326737772,0.3621167007245515,0.0755874906574501,7.184210526315789,0.3928594520631915,0.2855470102446942,0.3224359890993903,0.0343926674555343,7.078431372549019,0.2715243823233529,ruin_names,4,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.3820224719101123,0.1760299625468164,0.3430744090442248,0.2325842696629213,0.2554848225598924,0.0962817879875054,0.2644910303706363,0.3591219190131412,0.0639724773277653,6.146067415730337,0.5549480278235885,0.2298176239859971,0.3973200671813067,0.0701799114862828,6.294117647058823,0.718981255907142,0.3712308859581272,0.3355085183273662,0.0466128348659703,6.054545454545455,0.4045199174779449,ruin_names,4,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.4269662921348314,0.2359550561797752,0.4197782969657697,0.2853932584269663,0.3729812539025638,0.0875879954755975,0.3768370242262903,0.3393782966592338,0.0588552985446186,7.123595505617978,0.3309842319473131,0.4504128507317379,0.3621166379828202,0.0755874830295391,7.184210526315789,0.3928594520631915,0.2855475618126099,0.3224360031240126,0.0343926249894824,7.078431372549019,0.2715243823233529,ruin_names,4,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.4606741573033708,0.2808988764044944,0.2281246594069328,0.0865168539325842,0.1434271980537457,0.1007270093044538,0.1692654147646555,0.3767975210473778,0.0906054367426973,5.202247191011236,0.4039513719861837,0.3350851013895231,0.4138934953910548,0.1103947678074298,5.2926829268292686,0.4606464174952623,-0.2440698204791447,0.3451113762954871,0.0526588893748448,5.125,0.3342186823915959,ruin_names,4,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.6404494382022472,0.5205992509363296,0.0766064086474769,0.0865168539325842,0.3066392003820183,0.2807965037528049,0.3251038070411053,0.3596529344494423,0.0881111043905961,6.662921348314606,0.7062033608851167,0.2475393388795548,0.3799966129294613,0.0965534606963068,6.666666666666667,0.7400128699009548,-0.5188932771885745,0.3234157571569085,0.0555091773202322,6.65625,0.6530017536902797,ruin_names,4,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.6741573033707865,0.5655430711610486,0.2559187917027998,0.1730337078651685,0.1545814005176672,0.3276151083828358,0.164918248849008,0.3465421949879507,0.0595911001061149,5.01123595505618,0.1059997880006358,0.2639121120499592,0.3664649168650309,0.0608568777257967,5.016666666666667,0.1290994448735807,,0.3053227704146812,0.0273206080617034,5.0,0.0,ruin_names,4,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.7191011235955056,0.6254681647940075,0.4059774528039656,0.098876404494382,0.2925480839911471,0.3914244884855291,0.2968933504613243,0.3276766351099764,0.0514361034495132,6.202247191011236,0.4039513719861837,0.4127548102333586,0.3347402377985418,0.0553804516146408,6.234375,0.4269562819149832,0.2774490780267319,0.3095938122272491,0.0342968617557125,6.12,0.33166247903554,ruin_names,4,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.2359550561797752,-0.0187265917602996,0.0777357362756316,0.2584269662921348,0.1979847630757964,0.0604422032163384,0.202089108952154,0.2963972593961137,0.035381100770457,4.943820224719101,0.2315732046929587,0.0712716218029977,0.2972526195503416,0.0335741931759888,4.904761904761905,0.3007926037591191,0.0849402191058683,0.2961331040543668,0.0361579708509523,4.955882352941177,0.2068833061667868,ruin_names,4,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.1797752808988764,-0.0936329588014981,-0.1790733545377286,0.5235955056179774,0.3729918874381632,0.1506036181798141,0.383076783523282,0.3303788990786906,0.0530265963326937,7.033707865168539,0.6114334536422512,,0.3542462754994631,0.0553018968756405,7.0,0.0,-0.1979105077129846,0.3251476932878364,0.0514313926547796,7.041095890410959,0.6757373783994864,ruin_names,4,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.3146067415730337,0.0861423220973782,0.1332434334884936,0.197752808988764,0.1787601284766465,0.0254192566603756,0.1905384302118235,0.3177869045332576,0.0336974468312533,4.921348314606742,0.7419985160044512,0.1752363227520742,0.3177481261747224,0.0319703118383384,4.75,0.7993052538854533,0.1167640168348676,0.3178047044355361,0.0347200213932198,5.0,0.7071067811865476,ruin_names,4,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.247191011235955,-0.0037453183520599,0.2816334587068093,0.4775280898876403,0.3947815680771731,0.0827465218104673,0.400406988137883,0.3299375330464223,0.0358658797034057,7.247191011235955,0.6789179036660352,0.3523185989023157,0.3319908272136341,0.0282324210425089,7.454545454545454,0.9116846116771036,0.2761120641172498,0.3292633170512185,0.0382056093841241,7.17910447761194,0.5753884889024676,ruin_names,4,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.3820224719101123,0.1760299625468164,0.3560780788629929,0.2640449438202247,0.3175682820630877,0.1190160151278035,0.3832998454354018,0.3284991336672493,0.0508179989028616,6.46067415730337,2.2866021823542675,0.207857766664079,0.3410211345728706,0.0539844323477051,7.0588235294117645,2.497770842178212,0.4299318847903196,0.320758260380138,0.0476207761670602,6.090909090909091,2.0840907713999264,ruin_names,4,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.3258426966292135,0.101123595505618,0.4849449440566655,0.3921348314606741,0.4069985612724604,0.0690825303618827,0.4119187708659623,0.3109789668174272,0.0555314554062871,7.179775280898877,0.6836033830307693,0.197139411018916,0.2988299902143149,0.0228255160590803,7.068965517241379,0.2578807147775637,0.4911266864452134,0.3168509721755981,0.0651506816941088,7.233333333333333,0.810245132747641,ruin_names,4,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.4719101123595505,0.2958801498127341,0.2673582817997638,0.0865168539325842,0.2241334136952175,0.1421109417851051,0.2687394121754559,0.3297991705744454,0.0577353743345327,5.53932584269663,1.5378274209777023,0.1299021830992623,0.3463569907915024,0.0672130316344183,5.547619047619048,1.533406552814258,0.4924599140952856,0.3150028205932454,0.0433165861206796,5.531914893617022,1.5583026416695265,ruin_names,4,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.3595505617977528,0.146067415730337,0.3412407354097502,0.349438202247191,0.4032062614231965,0.0793388288342551,0.407969336004884,0.3057825026217471,0.0447774423616104,7.089887640449438,0.6149731967219507,-0.0758698346089655,0.3117163795977831,0.0361923029666271,7.0625,0.2459346884189823,0.4173829714204546,0.3024512032667796,0.0489307138367596,7.105263157894737,0.7484319447617458,ruin_names,4,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.2696629213483146,0.0262172284644194,0.4496282424238141,0.2595505617977528,0.2111299653401535,0.0349374503901834,0.2226630262576054,0.3046003717384981,0.0347927075944356,5.157303370786517,0.7962822193352163,0.2270444709002709,0.2997323771317799,0.0241079831533372,5.166666666666667,0.5646597025732798,0.4851978052743543,0.3063977851317479,0.0379927309001094,5.153846153846154,0.8701790266729825,ruin_names,4,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.2134831460674157,-0.048689138576779,0.0642783214739338,0.4842696629213482,0.3803775699620835,0.1158492869875404,0.3848295583972912,0.3173752390266804,0.0577397532439444,6.977528089887641,0.1490521636791845,-0.0705266090420039,0.2964244516272294,0.0316082814116167,6.947368421052632,0.2294157338705617,0.0834274589151839,0.3230618813208171,0.061948369297131,6.985714285714286,0.1195228609334393,ruin_names,4,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.3033707865168539,0.0711610486891386,-0.0403085102183811,0.6348314606741573,0.1952744416969987,0.450451790530596,0.2913218533338328,0.7538225770474499,0.1819055238502094,9.382022471910112,1.283688028313238,-0.0997780971046292,0.7919047011562742,0.1744537640440456,9.703703703703704,0.6688000054526367,-0.0612159181523251,0.7372384262258651,0.1839632314707653,9.241935483870968,1.4563088740899175,ruin_names,4,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.578125,0.4375,0.3214358512456374,0.1984375,0.1356271189618226,0.3846032767043304,0.2700448437544325,0.9484123893434784,0.1036767315710509,7.609375,2.0285047077111624,0.5007600940539404,0.9514534361116456,0.1066038796587537,7.918918918918919,1.4216261889192328,0.2093518076539736,0.944245028957471,0.1013845413119749,7.185185185185185,2.61705996282142,ruin_names,4,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.6404494382022472,0.5205992509363296,0.1310969654472487,0.1325842696629213,0.2039739318020765,0.3349442328976085,0.2441629489683886,0.9747604486560087,0.0900568970544877,7.707865168539326,1.1301875064765603,-0.0172956827325861,0.986168972691499,0.0678230691692304,7.964912280701754,0.4210917901590441,0.1164326421429619,0.9544390152177922,0.1185217746940949,7.25,1.722713538428218,ruin_names,4,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.6704545454545454,0.5606060606060606,0.2871894065202602,0.2272727272727273,0.0941029034928683,0.2781873155011782,0.1789910520870554,0.9486418609557234,0.1133647306071054,8.545454545454545,1.4053190492176653,0.5254910956302303,0.968158743111117,0.0911643670276878,8.64406779661017,1.348852793077635,-0.0184830454245612,0.9089351007085432,0.1424098074523446,8.344827586206897,1.5183605366354271,ruin_names,4,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.2808988764044944,0.0411985018726592,0.0593492002739984,0.5820224719101124,0.3677925285332201,0.215854216435451,0.3826565947566048,0.4951288197813865,0.0952206130545805,8.629213483146067,0.5304805384124107,0.2908159422900962,0.5097423513360154,0.1158592960467073,8.72,0.458257569495584,-0.050671516296591,0.4894204090178597,0.0862174727328464,8.59375,0.5554563403470574,ruin_names,4,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.625,0.5,0.1871154826584816,0.2693181818181818,0.223013926512792,0.3684385344727839,0.3289979275276695,0.9801307395641274,0.0899080828204243,7.556818181818182,2.42049655086907,0.305841904598209,0.9869874133531966,0.0792678622282616,7.436363636363636,2.558671793490004,0.0423554794275078,0.968702949915679,0.1056324189559908,7.757575757575758,2.19417272323624,ruin_names,4,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.5393258426966292,0.3857677902621723,0.285049151110513,0.4370786516853933,0.0996017527552131,0.4050993259518138,0.2240606700299675,0.910432627913348,0.1618550903852713,9.292134831460674,2.084587637394389,0.4617074205676699,0.9414413234645508,0.1342512198843084,9.333333333333334,2.156961350952667,0.1373152386941548,0.8741297648290131,0.1842589997039673,9.24390243902439,2.0221336232415257,ruin_names,4,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.5393258426966292,0.3857677902621723,0.1435540896345589,0.2853932584269664,0.0794437365082433,0.2059495219187228,0.2052291455684037,0.745275364615352,0.1881725843106287,8.247191011235955,0.6619684638946263,0.3068499687251965,0.8119214258897772,0.1758483093988667,8.25,0.6684373647831918,-0.0307442769271723,0.667250707513586,0.1731919720758594,8.24390243902439,0.6625891564490788,ruin_names,4,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.5227272727272727,0.3636363636363636,0.1674185405055454,0.1431818181818182,0.3621320158732209,0.4733457973865203,0.4311749181124268,0.9689501976914028,0.1038124628248652,6.068181818181818,2.293396089151323,0.232661185567923,0.9585245318531505,0.1228307126243664,6.630434782608695,2.101414292562394,0.1766882105385634,0.980368784085679,0.0778041676258402,5.4523809523809526,2.360264360476524,ruin_names,4,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.2359550561797752,-0.0187265917602996,,0.5640449438202247,0.0739986745063726,0.6380436183265973,0.1763622097798805,0.8739986745063727,0.1609939455265845,8.0,0.0,,0.8306165278324652,0.1960888179381877,8.0,0.0,,0.8873961021556677,0.1476245912962292,8.0,0.0,ruin_names,4,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,,,,,,,,,,,,,,,,,,,,,,ruin_names,4,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.6704545454545454,0.5606060606060606,0.302542287786102,0.2420454545454545,0.0958058031198295,0.197928358710903,0.208943301356836,0.8166147049547721,0.1922865593966873,9.102272727272728,0.9946959649540786,0.4462356534945824,0.8662397137532613,0.1784574847420933,9.23728813559322,0.9709395210194596,-0.127102691902948,0.7156534801578459,0.182122455828384,8.827586206896552,1.0024600283175304,ruin_names,4,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.6179775280898876,0.4906367041198501,0.2804037799451093,0.2078651685393259,0.1097389776898502,0.1145105045493219,0.2165757484911624,0.7161037189393632,0.1953004230965105,8.258426966292134,0.4402501842351703,0.2220710712380282,0.7857017999980203,0.1868476023219819,8.345454545454546,0.4798989792685856,0.1054774129789347,0.6035185878150653,0.153137977405103,8.117647058823529,0.3270349700838643,ruin_names,4,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.6404494382022472,0.5205992509363296,0.2398570421321856,0.2359550561797753,0.039092285313356,0.2676194682153576,0.1651473262502998,0.9054717772324696,0.1677733951864789,8.764044943820224,0.5440269025373398,0.1202510944323558,0.9633135108859456,0.1007513694561535,8.789473684210526,0.5256574830378465,0.3519192293256008,0.8024411891622154,0.2108490269728452,8.71875,0.5811209967839966,ruin_names,4,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_45,0.23,-0.0266666666666666,0.0775462120529948,0.615,0.2651838187277316,0.2051904322206974,0.288079046854748,0.4238161812722683,0.0909442632616354,6.89,0.7420601500765684,0.1429994558591402,0.4134721859641697,0.0821008887315887,5.891304347826087,0.7667611787995071,0.0034208824531935,0.4269059461045575,0.0934517395132222,7.188311688311688,0.3922364319582017,temporal_sequences,4,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.25,0.0,-0.0666116826512266,0.5614999999999999,0.2468093263804912,0.1855898393690586,0.2729502877444955,0.4276906736195087,0.0951478691740204,6.745,0.6179679782242382,-0.0751425452279747,0.436653224825859,0.0989033628140498,6.0,0.8806305718527109,-0.0118764713603291,0.4247031565507253,0.0940121099617913,6.993333333333333,0.0816496580927723,temporal_sequences,4,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.165,-0.1133333333333333,0.0860209849373198,0.649,0.3076608618497849,0.3213391381502152,0.3346502029307578,0.4863391381502151,0.1287735353431564,7.94,0.4210539539783514,0.068174681373313,0.4224599572745236,0.0745024732727881,7.636363636363637,0.9943019479194252,,0.4989619702993039,0.133557781123811,8.0,0.0,temporal_sequences,4,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.19,-0.08,0.1691337027366468,0.5890000000000001,0.339332250148058,0.2511753858625888,0.364095589476707,0.439667749851942,0.1215455203892417,7.79,0.7673618579949929,0.2131332790516183,0.4105400286222759,0.1023747683291183,7.447368421052632,1.1785783561895746,0.1397319687534633,0.4465001782885304,0.1249174840589077,7.87037037037037,0.6118791835531743,temporal_sequences,4,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.895,0.86,0.0431292711002817,0.2494999999999999,0.1365792202055454,0.1364204163849354,0.2383807621844411,0.7834088744223118,0.1440195050278937,6.635,1.5439214576320537,0.2522519695485771,0.8076581020927962,0.1228553897059042,6.4636871508379885,1.5406732194048407,0.5517711408719154,0.5767130766596112,0.148071896281646,8.095238095238095,0.3007926037591191,temporal_sequences,4,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.895,0.86,0.1245523546181386,0.3215000000000001,0.1068733150660991,0.1731658460199832,0.1876981414196132,0.7296467258036137,0.1457675500177107,6.415,0.9988812837847556,0.312972961827121,0.7497789398584952,0.1347436893321519,6.29608938547486,0.9752765743417254,0.2944149199910602,0.5580435679072425,0.1236312752706395,7.428571428571429,0.5070925528371099,temporal_sequences,4,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.57,0.4266666666666666,0.1738124050344917,0.2435,0.2027349613308907,0.0790946680307388,0.262289174465551,0.6087079003453255,0.1563259703156204,8.085,1.00139350143868,0.1093634590334895,0.627424841648654,0.1624158671055305,8.070175438596491,1.0702683332847456,0.298306122155645,0.583897071175797,0.1450934852421165,8.104651162790697,0.907861997383275,temporal_sequences,4,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.48,0.3066666666666666,0.0620430367146539,0.2209999999999999,0.1894464368224143,0.045920198559761,0.2281869846368584,0.5115535631775856,0.1277469006634015,7.01,0.0997484272744116,,0.5333551969379187,0.1320839673898456,7.0,0.0,0.1150914364199076,0.4914289781680473,0.1207741419659348,7.019230769230769,0.1380002272946792,temporal_sequences,4,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.45,0.2666666666666666,0.258903438907031,0.313,0.1122086189985275,0.269872507750988,0.2032081624924973,0.689951257109642,0.1706530286522307,5.81,0.931794615798005,0.4106329274070368,0.7031628853744931,0.1811374423102179,5.311111111111111,0.9556978089973552,0.2449515118710254,0.6791417430747639,0.1616045611929516,6.218181818181818,0.6824378612949124,temporal_sequences,4,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.335,0.1133333333333333,0.1113971424358809,0.3689999999999999,0.0662547636926173,0.2977452363073826,0.1728431509367567,0.6327452363073826,0.1609981290525176,6.99,0.1414213562373101,0.1977053263969474,0.6323708847387514,0.15807506192127,6.970149253731344,0.2443388887126101,,0.6329338194284224,0.1630429189534364,7.0,0.0,temporal_sequences,4,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.93,0.9066666666666668,0.0470144831069489,0.3635,0.2088320683538913,0.1546679316461086,0.2549588966695989,0.7753320683538913,0.1410291962422939,5.665,0.4731748855991928,0.1497399867574036,0.7914962686838642,0.1280383967872254,5.639784946236559,0.4813583898176437,,0.5605791211128235,0.1332542184739826,6.0,0.0,temporal_sequences,4,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.885,0.8466666666666667,0.1930086099734727,0.2025,0.0241168846189976,0.1783831153810024,0.1593327788572136,0.7066168846189975,0.1607568163750326,6.825,0.380920598698158,0.2636747045482817,0.7234048920836152,0.1585864204960735,6.80225988700565,0.3994249847451,,0.5774222184782443,0.1133347731102408,7.0,0.0,temporal_sequences,4,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.67,0.56,0.0455579517938982,0.3425,0.3800338454246521,0.3505338454246521,0.3908724925739534,0.3194661545753479,0.0290214882312043,6.995,0.8825357481335635,0.0922967309256219,0.3194348756501923,0.0281514389078588,6.611940298507463,0.7843434854550972,-0.0475373790391253,0.3195296602718758,0.0309351044309806,7.772727272727272,0.4572645941803382,temporal_sequences,4,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.84,0.7866666666666666,-0.0829849738283283,0.0445,0.4742794509530067,0.5227918580174445,0.4753004907096827,0.3212205490469932,0.021631222395309,7.955,0.207824336336891,-0.0813623111064771,0.3223002595560891,0.0210259703827449,7.946428571428571,0.2258431592764302,,0.3155520688742399,0.0241371847107593,8.0,0.0,temporal_sequences,4,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.405,0.2066666666666667,0.179005376307605,0.236,0.3342417532801628,0.0982417532801628,0.3436979218801202,0.3067582467198372,0.0245443298349575,6.41,0.8094293541730391,0.090674484847929,0.302656238829648,0.0226942578035596,6.024691358024692,0.2222222222222225,0.1600670523132184,0.309550369737529,0.025443422141553,6.6722689075630255,0.9487658682934508,temporal_sequences,4,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.54,0.3866666666666667,-0.0478940959367416,0.2875,0.4879595546126365,0.2375021362304687,0.4890666107879359,0.3065404453873634,0.0226939073070805,7.945,0.2285523592188945,-0.1900518853737129,0.3018819673193825,0.0162929259810123,7.898148148148148,0.3038634351033376,,0.3120090935541236,0.0275338746555656,8.0,0.0,temporal_sequences,4,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
